id	metapop	alpha	alpha_imputed	pvalue	pvalue_imputed
ENSG00000142599	AFR	-9.37037	-4.25	0.01189	0.14469
ENSG00000142606	AFR	-1.2807	-0.44444	0.1292	0.59491
ENSG00000142609	AFR	0.48387		0.12341	
ENSG00000142611	AFR	0.08148	0.73333	1.0	0.01231
ENSG00000142615	AFR	0.0		1.0	
ENSG00000142619	AFR	-1.16	-0.2	0.31027	1.0
ENSG00000142621	AFR	-0.40561	-0.35714	0.2835	0.3541
ENSG00000142623	AFR	-0.25	0.625	0.80368	0.148
ENSG00000142627	AFR	0.1118	0.80357	1.0	0.02258
ENSG00000142632	AFR	-21.5	-5.0	0.00126	0.1414
ENSG00000142655	AFR	-1.5	0.16667	0.41336	1.0
ENSG00000142661	AFR	-0.68168	-0.66667	0.24382	0.24424
ENSG00000142675	AFR	-0.37143	0.4	1.0	0.66871
ENSG00000142676	AFR	0.0		1.0	
ENSG00000142677	AFR	-3.5	-1.0	0.11221	0.67662
ENSG00000142687	AFR	-3.8125		0.11449	
ENSG00000142698	AFR	0.44056	0.48718	0.52714	0.34753
ENSG00000142733	AFR	-8.6	-0.8	0.00135	0.69217
ENSG00000142748	AFR	-0.5		1.0	
ENSG00000142765	AFR	0.33333	0.86667	1.0	0.13193
ENSG00000142789	AFR	0.35		0.72102	
ENSG00000142798	AFR	-0.58597	-0.35484	0.02019	0.14011
ENSG00000142856	AFR	-0.38889	-0.33333	1.0	1.0
ENSG00000142871	AFR	0.33333		1.0	
ENSG00000142892	AFR	-3.66667	-3.0	0.31373	0.33824
ENSG00000142910	AFR	-2.6		0.35771	
ENSG00000142920	AFR	-0.19048		1.0	
ENSG00000142945	AFR	0.33333	0.8	1.0	0.15967
ENSG00000142949	AFR	-2.99474		0.01107	
ENSG00000142961	AFR	-3.0		0.52273	
ENSG00000142973	AFR	-0.22222		0.77539	
ENSG00000143001	AFR	0.41667		1.0	
ENSG00000143006	AFR	-5.25		0.15882	
ENSG00000143032	AFR	0.60526		0.27731	
ENSG00000143036	AFR	-1.25	-1.0	0.58402	0.60147
ENSG00000143061	AFR	-18.0	-6.6	0.00056	0.06814
ENSG00000143067	AFR	0.33333		1.0	
ENSG00000143079	AFR	0.3		1.0	
ENSG00000143105	AFR	-4.6	-0.33333	0.06296	1.0
ENSG00000143107	AFR	-1.54545		0.10394	
ENSG00000143126	AFR	0.48459	0.90476	0.06374	0.0
ENSG00000143127	AFR	-3.72727	-2.0	0.02714	0.19711
ENSG00000143147	AFR	-0.33333		1.0	
ENSG00000143149	AFR	-2.375	0.0	0.58647	1.0
ENSG00000143155	AFR	0.5		1.0	
ENSG00000143156	AFR	-3.0		1.0	
ENSG00000143157	AFR	-1.4		0.62436	
ENSG00000143162	AFR	0.375		1.0	
ENSG00000143164	AFR	-10.0		0.03896	
ENSG00000143167	AFR	0.03226		1.0	
ENSG00000143190	AFR	0.18182		1.0	
ENSG00000143194	AFR	0.1	0.5	1.0	0.63287
ENSG00000143195	AFR	-1.25		0.61687	
ENSG00000143199	AFR	-0.04348	0.25	1.0	0.65366
ENSG00000143207	AFR	-8.6		0.07028	
ENSG00000143222	AFR	-1.0		1.0	
ENSG00000143224	AFR	-4.57143	-2.0	0.27207	0.58824
ENSG00000143226	AFR	0.54167		1.0	
ENSG00000143257	AFR	-0.28571		1.0	
ENSG00000143258	AFR	-6.5		0.24242	
ENSG00000143278	AFR	-3.375	-1.5	0.19167	0.40503
ENSG00000143297	AFR	-0.67308	-0.03846	0.36387	1.0
ENSG00000143303	AFR	-0.25	0.75	1.0	0.52381
ENSG00000143315	AFR	-11.0		0.06014	
ENSG00000143318	AFR	-2.0		0.57576	
ENSG00000143321	AFR	-2.0	-1.0	0.55882	1.0
ENSG00000143322	AFR	-0.66667	-0.33333	0.71057	1.0
ENSG00000143337	AFR	-4.71429	-2.75	0.08371	0.37071
ENSG00000143341	AFR	-0.96236	-0.28378	0.02216	0.46515
ENSG00000143344	AFR	-1.375		0.59459	
ENSG00000143355	AFR	-0.2		1.0	
ENSG00000143363	AFR	-2.53571	-0.57143	0.14888	0.68284
ENSG00000143365	AFR	0.25		1.0	
ENSG00000143367	AFR	-1.09524		0.65641	
ENSG00000143369	AFR	-0.16667	0.66667	1.0	0.58042
ENSG00000143373	AFR	-1.12121	-0.16667	0.32278	1.0
ENSG00000143374	AFR	-1.33333		0.61858	
ENSG00000143375	AFR	-0.46853		0.55852	
ENSG00000143379	AFR	-1.25		0.67063	
ENSG00000143382	AFR	-1.16667	0.27778	0.14184	0.58845
ENSG00000143384	AFR	-1.28571		1.0	
ENSG00000143390	AFR	0.11111	0.33333	1.0	1.0
ENSG00000143393	AFR	0.23077		1.0	
ENSG00000143398	AFR	0.66667		0.60268	
ENSG00000143409	AFR	0.46667		0.67517	
ENSG00000143412	AFR	-4.33333	0.0	0.35238	1.0
ENSG00000143416	AFR	-1.0		0.45779	
ENSG00000143418	AFR	-0.81818		1.0	
ENSG00000143420	AFR	-0.33333		1.0	
ENSG00000143434	AFR	-5.5		0.26008	
ENSG00000143436	AFR	-5.0	-5.0	0.49091	0.49091
ENSG00000143437	AFR	-0.4		1.0	
ENSG00000143457	AFR	-1.0		1.0	
ENSG00000143458	AFR	-11.0		0.03741	
ENSG00000143469	AFR	0.0		1.0	
ENSG00000143476	AFR	-3.92308		0.07398	
ENSG00000143479	AFR	-1.88889		0.5528	
ENSG00000143486	AFR	0.79221		0.11449	
ENSG00000143498	AFR	-1.66667		0.61451	
ENSG00000143499	AFR	-11.5		0.10256	
ENSG00000143502	AFR	-0.5		0.69683	
ENSG00000143507	AFR	-2.75		0.55944	
ENSG00000143512	AFR	-3.44444	-2.33333	0.04837	0.16619
ENSG00000143514	AFR	-1.16364		0.26551	
ENSG00000143515	AFR	-0.46087		0.75993	
ENSG00000143520	AFR	0.06806	0.32759	1.0	0.34356
ENSG00000143536	AFR	0.2	0.33333	1.0	1.0
ENSG00000143537	AFR	-0.23636	0.27273	0.76695	0.75119
ENSG00000143552	AFR	0.06667		1.0	
ENSG00000143554	AFR	-1.91837		0.08747	
ENSG00000143569	AFR	-2.33333		0.58791	
ENSG00000143575	AFR	-9.0		0.22619	
ENSG00000143612	AFR	0.4		1.0	
ENSG00000143614	AFR	-2.6		0.56923	
ENSG00000143624	AFR	0.6875		0.54846	
ENSG00000143627	AFR	0.33333		1.0	
ENSG00000143630	AFR	-9.3125		0.0058	
ENSG00000143631	AFR	-0.20373	-0.11654	0.28618	0.56427
ENSG00000143632	AFR	-0.5		1.0	
ENSG00000143633	AFR	-0.33333		1.0	
ENSG00000143641	AFR	-0.81818		1.0	
ENSG00000143643	AFR	0.77778		0.51648	
ENSG00000143653	AFR	0.0		1.0	
ENSG00000143669	AFR	-0.44086	0.42522	0.32548	0.11227
ENSG00000143674	AFR	-0.13333		1.0	
ENSG00000143702	AFR	-18.83333	-6.0	0.00408	0.15769
ENSG00000143740	AFR	-5.0		0.06017	
ENSG00000143748	AFR	-1.29167		0.41854	
ENSG00000143751	AFR	-0.77778		0.65944	
ENSG00000143753	AFR	-0.5		1.0	
ENSG00000143772	AFR	-0.81818		0.39755	
ENSG00000143774	AFR	-1.5	-0.25	0.41053	1.0
ENSG00000143776	AFR	-0.63636		0.42237	
ENSG00000143799	AFR	-0.80952	0.55556	0.40326	0.30698
ENSG00000143801	AFR	-2.0	-0.16667	0.63336	1.0
ENSG00000143811	AFR	-0.2		1.0	
ENSG00000143815	AFR	0.46667	0.86667	0.67603	0.06571
ENSG00000143819	AFR	0.4359	0.77778	0.65134	0.27432
ENSG00000143839	AFR	-2.42857		0.59559	
ENSG00000143842	AFR	-5.0		0.30341	
ENSG00000143845	AFR	-2.5	-1.0	0.35414	0.64617
ENSG00000143847	AFR	-0.54286		0.38132	
ENSG00000143851	AFR	0.525		1.0	
ENSG00000146463	AFR	-0.33333		1.0	
ENSG00000149527	AFR	-0.35144	-0.30682	0.46848	0.58471
ENSG00000150681	AFR	-3.0		0.52381	
ENSG00000152061	AFR	-0.07143		1.0	
ENSG00000152092	AFR	-5.88235	-1.25	0.01776	0.68796
ENSG00000152104	AFR	-2.19565		0.0885	
ENSG00000152760	AFR	0.0		1.0	
ENSG00000152763	AFR	-1.5	-0.66667	0.14801	0.54681
ENSG00000153029	AFR	0.55556	0.77778	0.60839	0.29293
ENSG00000153187	AFR	0.77143		0.0298	
ENSG00000153207	AFR	-0.54167	0.52778	0.38877	0.14489
ENSG00000153230	AFR	0.33333		1.0	
ENSG00000153898	AFR	-0.71429		0.62202	
ENSG00000153904	AFR	0.25		1.0	
ENSG00000154007	AFR	-5.0		0.41667	
ENSG00000154027	AFR	0.70833		0.58204	
ENSG00000154222	AFR	-3.97778		0.02918	
ENSG00000154305	AFR	0.17667	0.71111	0.67459	0.01066
ENSG00000154309	AFR	-1.41667	-1.08333	0.08862	0.21058
ENSG00000154342	AFR	0.2		1.0	
ENSG00000154358	AFR	0.00675	0.3949	1.0	0.00123
ENSG00000154370	AFR	-0.24444		1.0	
ENSG00000154380	AFR	-1.85185		0.26024	
ENSG00000154429	AFR	0.0		1.0	
ENSG00000154451	AFR	0.175		1.0	
ENSG00000155366	AFR	-1.0		1.0	
ENSG00000155367	AFR	-0.22222		1.0	
ENSG00000155380	AFR	-0.2		1.0	
ENSG00000155761	AFR	-0.34444	0.26667	0.46961	0.45174
ENSG00000155816	AFR	-2.38346	0.64286	0.03866	0.28058
ENSG00000156869	AFR	-1.14286	0.58333	0.43188	0.61991
ENSG00000156876	AFR	-2.85714	-2.0	0.58204	0.58824
ENSG00000157060	AFR	-1.0	0.42857	0.43275	0.6577
ENSG00000157064	AFR	-0.33333		1.0	
ENSG00000157077	AFR	-1.77778		0.09668	
ENSG00000157131	AFR	-2.16667	-0.33333	0.21134	1.0
ENSG00000157184	AFR	-0.48148	-0.33333	0.70408	0.71583
ENSG00000157191	AFR	0.46667		0.65628	
ENSG00000157193	AFR	-3.88889	-0.83333	0.04785	0.69423
ENSG00000157211	AFR	-0.42857	0.28571	0.70633	1.0
ENSG00000157216	AFR	0.49206	0.61905	0.48838	0.27758
ENSG00000157870	AFR	-0.71429		1.0	
ENSG00000157873	AFR	0.3		1.0	
ENSG00000157881	AFR	-0.69697	0.33333	0.55444	0.51535
ENSG00000157911	AFR	-0.86667		0.49653	
ENSG00000157916	AFR	0.33333		1.0	
ENSG00000157933	AFR	-0.94118		1.0	
ENSG00000158006	AFR	-0.16667		1.0	
ENSG00000158008	AFR	-2.4		0.10074	
ENSG00000158014	AFR	-6.0		0.15158	
ENSG00000158055	AFR	-2.68182	-0.5	0.13393	0.71195
ENSG00000158062	AFR	-0.725	0.0	0.50071	1.0
ENSG00000158156	AFR	0.75		0.32127	
ENSG00000158195	AFR	0.6		0.39643	
ENSG00000158246	AFR	-6.22222	-4.0	0.16473	0.34081
ENSG00000158286	AFR	-0.2381	0.5	1.0	0.66992
ENSG00000158292	AFR	-0.25	0.0	1.0	1.0
ENSG00000158315	AFR	-8.0	-8.0	0.13193	0.13193
ENSG00000158473	AFR	-0.33333		1.0	
ENSG00000158477	AFR	-0.42857		1.0	
ENSG00000158481	AFR	0.25926		1.0	
ENSG00000158485	AFR	-1.0		1.0	
ENSG00000158488	AFR	0.68595	0.69697	0.27946	0.27844
ENSG00000158615	AFR	0.22222	0.77778	1.0	0.31889
ENSG00000158714	AFR	-0.92857	-0.5	0.63512	1.0
ENSG00000158715	AFR	-0.5		0.71195	
ENSG00000158747	AFR	-0.16667		1.0	
ENSG00000158748	AFR	-2.36111		0.16572	
ENSG00000158764	AFR	-4.5	-2.0	0.09684	0.37285
ENSG00000158773	AFR	0.66667		1.0	
ENSG00000158786	AFR	0.5		0.6267	
ENSG00000158793	AFR	-0.16667	0.5	1.0	0.63801
ENSG00000158816	AFR	-1.1996	-0.90909	0.0503	0.11526
ENSG00000158828	AFR	-4.45455		0.17192	
ENSG00000158850	AFR	-7.4	-5.0	0.1473	0.3043
ENSG00000158859	AFR	-0.725	0.25	0.66225	1.0
ENSG00000158864	AFR	-2.66667	-2.0	0.59006	0.59398
ENSG00000158874	AFR	0.61905		0.59615	
ENSG00000158887	AFR	-5.0		0.28205	
ENSG00000158966	AFR	-4.86667	-3.0	0.03633	0.14498
ENSG00000159023	AFR	-0.52778		0.70114	
ENSG00000159164	AFR	-0.3125		1.0	
ENSG00000159166	AFR	-1.97619	-1.08333	0.24066	0.45061
ENSG00000159189	AFR	0.46667		1.0	
ENSG00000159208	AFR	0.7		0.54545	
ENSG00000159339	AFR	-4.43478	-4.0	0.19375	0.19943
ENSG00000159346	AFR	0.33333		1.0	
ENSG00000159348	AFR	-1.0	0.16667	0.64992	1.0
ENSG00000159363	AFR	-0.11429	0.82857	0.82848	0.00572
ENSG00000159377	AFR	0.6		1.0	
ENSG00000159409	AFR	-5.0		0.52381	
ENSG00000159423	AFR	-2.06667	0.14286	0.37784	1.0
ENSG00000159445	AFR	-1.8	0.6	0.56923	1.0
ENSG00000159450	AFR	-0.13402		0.77078	
ENSG00000159455	AFR	-0.05		1.0	
ENSG00000159527	AFR	-0.8		0.39116	
ENSG00000159588	AFR	-1.44444	-0.83333	0.2214	0.52391
ENSG00000159592	AFR	-4.83333	-1.5	0.17699	0.6044
ENSG00000159596	AFR	-1.5		0.59207	
ENSG00000159658	AFR	-0.25		1.0	
ENSG00000160049	AFR	0.66667	0.875	0.59133	0.23516
ENSG00000160050	AFR	-0.25		1.0	
ENSG00000160051	AFR	0.08333		1.0	
ENSG00000160055	AFR	-1.8		0.41365	
ENSG00000160058	AFR	-7.16667		0.08504	
ENSG00000160062	AFR	-1.0		1.0	
ENSG00000160072	AFR	-1.35294		0.16836	
ENSG00000160075	AFR	0.0		1.0	
ENSG00000160087	AFR	0.5		0.63719	
ENSG00000160688	AFR	-2.09524		0.23092	
ENSG00000160691	AFR	-0.75	0.0	0.69929	1.0
ENSG00000160710	AFR	-0.3125		0.75688	
ENSG00000160712	AFR	-3.0	-2.5	0.20992	0.22829
ENSG00000160741	AFR	-0.5		1.0	
ENSG00000160753	AFR	-0.16667	0.0	1.0	1.0
ENSG00000160767	AFR	-18.5		0.00884	
ENSG00000160781	AFR	0.55	0.9	1.0	0.24242
ENSG00000160783	AFR	0.16667		1.0	
ENSG00000160789	AFR	-0.125		1.0	
ENSG00000160818	AFR	-0.28	0.6	1.0	0.62207
ENSG00000160838	AFR	-5.75		0.05703	
ENSG00000160856	AFR	-0.69643	0.27619	0.311	0.44811
ENSG00000162365	AFR	-0.44444		0.64987	
ENSG00000162366	AFR	-0.33333		1.0	
ENSG00000162368	AFR	-3.0		1.0	
ENSG00000162383	AFR	-8.6	-0.8	0.0281	1.0
ENSG00000162390	AFR	-2.12	-1.0	0.08193	0.37699
ENSG00000162391	AFR	-0.04167	0.5	1.0	0.20329
ENSG00000162396	AFR	-0.2		1.0	
ENSG00000162398	AFR	-2.16667	0.0	0.15743	1.0
ENSG00000162399	AFR	0.83333	0.83333	0.17596	0.17596
ENSG00000162402	AFR	-16.03226		0.00045	
ENSG00000162407	AFR	0.84722		0.03095	
ENSG00000162408	AFR	-0.225	0.125	1.0	1.0
ENSG00000162413	AFR	-7.0	-2.33333	0.0597	0.38261
ENSG00000162419	AFR	0.77778		0.42308	
ENSG00000162426	AFR	-3.66667	-0.4	0.05936	1.0
ENSG00000162433	AFR	0.0	0.5	1.0	1.0
ENSG00000162434	AFR	-2.6		0.37864	
ENSG00000162437	AFR	0.04		1.0	
ENSG00000162438	AFR	0.5		0.64792	
ENSG00000162441	AFR	-0.33333		1.0	
ENSG00000162456	AFR	0.33333		1.0	
ENSG00000162458	AFR	0.34524		0.72467	
ENSG00000162460	AFR	-1.53846	-0.5	0.28071	0.71692
ENSG00000162461	AFR	0.0	0.5	1.0	0.60664
ENSG00000162482	AFR	-0.5	-0.125	0.71783	1.0
ENSG00000162490	AFR	-3.66667	-1.0	0.22807	1.0
ENSG00000162493	AFR	-1.0	0.0	1.0	1.0
ENSG00000162494	AFR	-1.0		1.0	
ENSG00000162510	AFR	-0.01299		1.0	
ENSG00000162511	AFR	0.66667		0.58042	
ENSG00000162512	AFR	-0.66667		0.69114	
ENSG00000162517	AFR	-0.75		0.64367	
ENSG00000162520	AFR	-2.2		0.46245	
ENSG00000162521	AFR	-1.25		1.0	
ENSG00000162522	AFR	-2.13187		0.05734	
ENSG00000162542	AFR	-11.6	-3.5	0.00121	0.13166
ENSG00000162543	AFR	0.5		1.0	
ENSG00000162551	AFR	-5.36364	-1.33333	0.10965	1.0
ENSG00000162552	AFR	0.78		0.05079	
ENSG00000162571	AFR	-0.125	0.16667	1.0	1.0
ENSG00000162572	AFR	-1.52381		0.06051	
ENSG00000162576	AFR	-0.76		1.0	
ENSG00000162585	AFR	0.48571	0.71429	0.6776	0.21997
ENSG00000162591	AFR	-0.28571		0.52318	
ENSG00000162592	AFR	0.60784		0.12652	
ENSG00000162594	AFR	-1.8		0.26412	
ENSG00000162598	AFR	0.05556	0.75	1.0	0.31889
ENSG00000162599	AFR	-0.25		1.0	
ENSG00000162600	AFR	-1.26667	0.46667	0.40717	0.65628
ENSG00000162601	AFR	-4.33333	-0.33333	0.05619	1.0
ENSG00000162604	AFR	-0.8		1.0	
ENSG00000162607	AFR	-0.11111		1.0	
ENSG00000162614	AFR	0.7381		0.3623	
ENSG00000162618	AFR	-2.0	-1.0	0.27337	0.45894
ENSG00000162620	AFR	0.65079		0.65256	
ENSG00000162621	AFR	0.31746		0.60656	
ENSG00000162623	AFR	-1.66667		0.59207	
ENSG00000162627	AFR	-1.1		0.61991	
ENSG00000162636	AFR	-3.0		1.0	
ENSG00000162639	AFR	-1.0		0.60268	
ENSG00000162643	AFR	-0.5	0.64286	0.57026	0.17439
ENSG00000162645	AFR	-7.18182		0.00025	
ENSG00000162650	AFR	0.07143		1.0	
ENSG00000162654	AFR	-1.625		0.08329	
ENSG00000162664	AFR	-6.0		0.28205	
ENSG00000162669	AFR	-1.34694	0.42857	0.23809	0.48263
ENSG00000162670	AFR	-13.0		0.0281	
ENSG00000162687	AFR	-2.3		0.59304	
ENSG00000162688	AFR	-14.65385		0.00019	
ENSG00000162692	AFR	-2.66667	0.0	0.08155	1.0
ENSG00000162695	AFR	-1.0		1.0	
ENSG00000162702	AFR	0.53846		0.58533	
ENSG00000162711	AFR	-0.25		0.80965	
ENSG00000162714	AFR	-2.88889		0.13415	
ENSG00000162722	AFR	-0.52381	0.57143	0.72808	0.42831
ENSG00000162723	AFR	0.34545		0.69985	
ENSG00000162727	AFR	-1.47917		0.29328	
ENSG00000162729	AFR	0.30769		1.0	
ENSG00000162733	AFR	0.125		1.0	
ENSG00000162735	AFR	0.5		1.0	
ENSG00000162736	AFR	0.6	0.8	0.39044	0.14902
ENSG00000162738	AFR	-1.0		0.67662	
ENSG00000162739	AFR	0.25926		1.0	
ENSG00000162745	AFR	-2.11111	-0.77778	0.0625	0.39306
ENSG00000162746	AFR	-1.33333		0.50877	
ENSG00000162753	AFR	0.44444	0.44444	0.50568	0.50568
ENSG00000162755	AFR	-1.66667		0.55979	
ENSG00000162757	AFR	-1.0		1.0	
ENSG00000162769	AFR	-7.0		0.13122	
ENSG00000162771	AFR	0.38889		0.54156	
ENSG00000162772	AFR	-0.5		1.0	
ENSG00000162777	AFR	-3.0		0.33781	
ENSG00000162779	AFR	-0.53086	0.25926	0.56683	0.76664
ENSG00000162782	AFR	-0.27778	0.46667	0.77216	0.34828
ENSG00000162783	AFR	-1.5		0.57576	
ENSG00000162813	AFR	-0.5		1.0	
ENSG00000162819	AFR	-1.08333		0.63719	
ENSG00000162836	AFR	0.22222	0.66667	1.0	0.58462
ENSG00000162843	AFR	-2.56481	0.08333	0.02662	1.0
ENSG00000162849	AFR	0.48121	0.82609	0.03597	0.0
ENSG00000162851	AFR	-2.0		0.37285	
ENSG00000162852	AFR	-2.88571		0.08289	
ENSG00000162873	AFR	-1.85714		0.62962	
ENSG00000162877	AFR	-4.33333		0.06525	
ENSG00000162885	AFR	-0.25		1.0	
ENSG00000162889	AFR	-1.5		0.6044	
ENSG00000162894	AFR	-1.0		0.63491	
ENSG00000162896	AFR	0.63077		0.13953	
ENSG00000162897	AFR	-0.3125	0.70833	0.75418	0.14888
ENSG00000162931	AFR	-2.30556	-0.4	0.25996	1.0
ENSG00000162946	AFR	0.12727		0.82686	
ENSG00000163050	AFR	-4.85	-2.25	0.02844	0.28329
ENSG00000163125	AFR	0.48438		0.46615	
ENSG00000163131	AFR	0.66667		0.58042	
ENSG00000163141	AFR	-14.0		0.08772	
ENSG00000163155	AFR	0.83333		0.52381	
ENSG00000163156	AFR	-0.16667		1.0	
ENSG00000163159	AFR	-15.25		0.01831	
ENSG00000163202	AFR	-6.5		0.0743	
ENSG00000163206	AFR	0.7		0.59207	
ENSG00000163207	AFR	0.14309	0.33659	0.83113	0.38389
ENSG00000163209	AFR	0.875		0.26573	
ENSG00000163218	AFR	-6.77778		0.06133	
ENSG00000163221	AFR	0.66667		1.0	
ENSG00000163239	AFR	0.33333	0.33333	1.0	1.0
ENSG00000163344	AFR	-7.0	-7.0	0.26573	0.26573
ENSG00000163346	AFR	0.11111		1.0	
ENSG00000163348	AFR	-3.0		0.52819	
ENSG00000163349	AFR	-2.0	-2.0	0.38754	0.38754
ENSG00000163354	AFR	-8.33333	-2.33333	0.01045	0.22129
ENSG00000163357	AFR	-4.5	-1.25	0.0188	0.46609
ENSG00000163362	AFR	-2.0	-0.5	0.33766	1.0
ENSG00000163374	AFR	0.34286		1.0	
ENSG00000163393	AFR	-1.0		1.0	
ENSG00000163395	AFR	-0.31013	-0.01848	0.16147	1.0
ENSG00000163399	AFR	-0.5625		1.0	
ENSG00000163431	AFR	-2.75		0.13942	
ENSG00000163435	AFR	-0.4	0.0	1.0	1.0
ENSG00000163462	AFR	-6.5		0.09	
ENSG00000163468	AFR	-3.5		0.30021	
ENSG00000163472	AFR	-1.66667	0.33333	0.56228	1.0
ENSG00000163485	AFR	-0.33333		1.0	
ENSG00000163486	AFR	-4.55556		0.18043	
ENSG00000163518	AFR	-0.37374	0.27273	0.75736	0.74585
ENSG00000163531	AFR	-1.1875	-0.5	0.2484	0.75401
ENSG00000163534	AFR	-0.44444	0.66667	0.72406	0.40032
ENSG00000163545	AFR	0.46667	0.79487	0.38762	0.02778
ENSG00000163554	AFR	-0.43333	0.42222	0.24102	0.08222
ENSG00000163563	AFR	-2.42857	-2.0	0.37879	0.38019
ENSG00000163564	AFR	0.38095		0.53421	
ENSG00000163565	AFR	-1.11111		0.42066	
ENSG00000163568	AFR	-0.42857	0.28571	1.0	1.0
ENSG00000163867	AFR	-1.0	0.33333	0.66184	1.0
ENSG00000163873	AFR	-0.3913		0.75359	
ENSG00000163874	AFR	-0.8		0.48881	
ENSG00000163875	AFR	-1.0		1.0	
ENSG00000163877	AFR	-0.11111		1.0	
ENSG00000163909	AFR	0.03571		1.0	
ENSG00000164002	AFR	-2.2	0.2	0.35636	1.0
ENSG00000164007	AFR	-1.7		0.4081	
ENSG00000164010	AFR	-2.81818	-0.16667	0.14056	1.0
ENSG00000168118	AFR	0.58333		0.60784	
ENSG00000168148	AFR	0.73333	0.86667	0.08951	0.01427
ENSG00000168264	AFR	0.5		1.0	
ENSG00000168389	AFR	-2.55556		0.36022	
ENSG00000168509	AFR	-0.75		1.0	
ENSG00000168528	AFR	-1.87179	-0.16667	0.27334	1.0
ENSG00000168679	AFR	-13.0		0.09701	
ENSG00000168765	AFR	-0.22222		1.0	
ENSG00000169174	AFR	-2.05128	-1.33333	0.10094	0.20793
ENSG00000169213	AFR	-1.66667		1.0	
ENSG00000169218	AFR	-2.66667		0.45	
ENSG00000169224	AFR	0.34375	0.625	1.0	0.62055
ENSG00000169231	AFR	-0.8		1.0	
ENSG00000169291	AFR	-0.4		1.0	
ENSG00000169403	AFR	-5.0		0.26573	
ENSG00000169418	AFR	-1.12587		0.19536	
ENSG00000169474	AFR	0.42857	0.80952	0.64367	0.28205
ENSG00000169509	AFR	0.0	0.0	1.0	1.0
ENSG00000169598	AFR	-0.6	0.33333	0.68313	1.0
ENSG00000169641	AFR	-2.28571		0.07591	
ENSG00000169717	AFR	-0.16667	0.0	1.0	1.0
ENSG00000169885	AFR	-4.625		0.17902	
ENSG00000169905	AFR	0.63333		0.60435	
ENSG00000169914	AFR	-6.0		0.15343	
ENSG00000169962	AFR	-1.05556	-0.16667	0.15485	0.8031
ENSG00000169972	AFR	-2.0625		0.38907	
ENSG00000169991	AFR	-1.66667		0.6004	
ENSG00000170128	AFR	-2.2		0.58042	
ENSG00000170382	AFR	-0.85714		0.49403	
ENSG00000170385	AFR	0.28		1.0	
ENSG00000170989	AFR	-1.5		0.60839	
ENSG00000171161	AFR	0.7		0.21831	
ENSG00000171163	AFR	0.0		1.0	
ENSG00000171180	AFR	-0.75		1.0	
ENSG00000171492	AFR	-1.13889		0.46009	
ENSG00000171502	AFR	-0.33929		0.52784	
ENSG00000171517	AFR	-3.5		0.32331	
ENSG00000171603	AFR	-1.56667		0.20832	
ENSG00000171608	AFR	0.18148	0.35	0.79505	0.42447
ENSG00000171612	AFR	-0.5		1.0	
ENSG00000171621	AFR	0.27273		1.0	
ENSG00000171680	AFR	-2.50877		0.03584	
ENSG00000171722	AFR	-1.2	0.0	1.0	1.0
ENSG00000171729	AFR	-4.46429	0.4375	0.03574	0.60647
ENSG00000171735	AFR	0.25	0.66667	0.41918	0.00517
ENSG00000171790	AFR	-5.33333		0.028	
ENSG00000171793	AFR	0.25		1.0	
ENSG00000171806	AFR	-9.0		0.15385	
ENSG00000171812	AFR	0.3125		0.71647	
ENSG00000171819	AFR	-1.625	-0.5	0.59615	1.0
ENSG00000171824	AFR	-2.0	0.57143	0.18004	0.62208
ENSG00000171872	AFR	0.42857		0.49505	
ENSG00000171960	AFR	-0.66667	0.0	1.0	1.0
ENSG00000172031	AFR	-3.0		1.0	
ENSG00000172155	AFR	-1.0		0.6267	
ENSG00000172339	AFR	-0.2		1.0	
ENSG00000172456	AFR	-3.16667		0.19748	
ENSG00000173080	AFR	0.25	0.5	1.0	1.0
ENSG00000173212	AFR	0.0		1.0	
ENSG00000173218	AFR	-8.42857		0.07304	
ENSG00000173285	AFR	-1.32143	0.28571	0.42229	1.0
ENSG00000173369	AFR	0.16667		1.0	
ENSG00000173406	AFR	-9.8	-1.66667	0.0353	0.62436
ENSG00000173409	AFR	-19.0		0.08009	
ENSG00000173627	AFR	0.25		1.0	
ENSG00000173660	AFR	-1.0		1.0	
ENSG00000173662	AFR	-1.76364	-1.18182	0.12428	0.231
ENSG00000173728	AFR	-14.0		0.10256	
ENSG00000173846	AFR	0.1		1.0	
ENSG00000173947	AFR	-1.5		0.57576	
ENSG00000174059	AFR	-0.21875		1.0	
ENSG00000174151	AFR	-0.33333		1.0	
ENSG00000174175	AFR	-1.17778	-0.16667	0.13903	0.79519
ENSG00000174332	AFR	-0.49123		0.56001	
ENSG00000174348	AFR	-2.0	0.0	0.15625	1.0
ENSG00000174371	AFR	-3.62963		0.09236	
ENSG00000174502	AFR	-2.29412	-1.91667	0.15976	0.28647
ENSG00000174514	AFR	-2.0	0.0	0.59627	1.0
ENSG00000174567	AFR	0.5		1.0	
ENSG00000174827	AFR	-0.5		1.0	
ENSG00000174842	AFR	-5.875		0.0743	
ENSG00000175137	AFR	0.33333		1.0	
ENSG00000175262	AFR	-1.29583		0.10786	
ENSG00000175707	AFR	0.4		1.0	
ENSG00000175756	AFR	-3.5	0.5	0.42308	1.0
ENSG00000175984	AFR	-3.09091	-2.0	0.08601	0.27476
ENSG00000176083	AFR	-2.57143		0.18224	
ENSG00000176092	AFR	0.0		1.0	
ENSG00000176393	AFR	-1.57576	-0.66667	0.42168	0.68873
