id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	mi	m0	recomb
FBgn0000355	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1	8.0	1.0	7.0	4.0	3L	223	70	3.876647855
FBgn0000356	RAL	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	5;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	3.0	9.0	1.0	3L	264	89	3.876647855
FBgn0000357	RAL	2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	5.0	5.0	5.0	3.0	3L	342	110	3.876647855
FBgn0000358	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0	9.0	2.0	3.0	8.0	3L	333	96	3.876647855
FBgn0000359	RAL	1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	2.0	1.0	10.0	X	550	158	3.255034914
FBgn0000360	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	6.0	3.0	3.0	6.0	X	597	190	3.255034914
FBgn0000370	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	734	168	0.11727506900000001
FBgn0000376	RAL	6;1;3;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0	9;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;3;2;0;3	22.0	14.0	44.0	34.0	X	1873	496	2.622111458
FBgn0000377	RAL	5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;1;0;1;0;0;0;2;0;0;0;1;1;0;0;0;0	10.0	7.0	6.0	17.0	X	1348	280	0.271252909
FBgn0000382	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1820	465	0.18083527300000002
FBgn0000384	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	872	190	0.234550139
FBgn0000392	RAL	9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0	14.0	11.0	22.0	44.0	2L	2183	469	3.7528022169999997
FBgn0000394	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	4.0	0.0	0.0	11.0	X	507	97	3.255034914
FBgn0000395	RAL	8;1;0;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0	5;2;0;1;2;0;1;0;1;1;1;1;1;1;2;1;0;0;0;3	23.0	14.0	5.0	20.0	2R	1433	347	2.603140409
FBgn0000404	RAL	5;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	5;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0	10.0	9.0	9.0	10.0	3L	955	217	1.661420509
FBgn0000405	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;1;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;3	16.0	5.0	7.0	9.0	2R	1010	269	2.277747858
FBgn0000406	RAL	5;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0	0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0	4.0	9.0	6.0	15.0	2L	839	195	4.221902494
FBgn0000409	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	0.0	2.0	2L	211	54	4.221902494
FBgn0000411	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1	9.0	3.0	1.0	9.0	3L	752	207	0.9691619640000001
FBgn0000412	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	1.0	25.0	11.0	3R	686	195	1.305769673
FBgn0000413	RAL	5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	14;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2	20.0	6.0	17.0	12.0	2L	1382	391	3.635527148
FBgn0000414	RAL	31;2;4;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1	13;6;6;5;1;0;2;0;0;0;0;0;0;0;0;0;0;1;2;3	39.0	42.0	62.0	92.0	3L	4519	1196	1.176839527
FBgn0000416	RAL	12;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;0;1;1;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;1	15.0	17.0	27.0	26.0	3R	1848	390	0.7616989759999999
FBgn0000422	RAL	2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1	7.0	3.0	0.0	20.0	2L	999	231	0.469100277
FBgn0000426	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2R	175	42	2.603140409
FBgn0000427	RAL	12;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	1;4;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;3;0	13.0	17.0	125.0	45.0	X	3169	672	1.80835273
FBgn0000439	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	6.0	4.0	6.0	18.0	3R	1150	279	0.0
FBgn0000442	RAL	10;2;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0	7;5;1;0;2;0;1;0;4;0;0;2;1;0;0;0;0;0;1;0	24.0	16.0	9.0	28.0	2L	1463	348	1.055475623
FBgn0000447	RAL	3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	4.0	5.0	3.0	21.0	3R	772	205	0.544070697
FBgn0000448	RAL	17;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0	8;3;2;0;0;4;0;1;1;1;0;0;2;1;0;0;1;2;2;1	29.0	22.0	65.0	27.0	2R	1671	430	0.9761776529999999
FBgn0000449	RAL	9;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0	13;3;2;2;1;0;0;0;0;0;0;0;0;1;2;2;0;1;2;1	30.0	14.0	9.0	9.0	3L	921	239	2.422904909
FBgn0000451	RAL	7;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0	4;5;4;1;2;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0	23.0	11.0	5.0	11.0	3L	1134	287	2.9074858910000003
FBgn0000454	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;1;1;0;1;0;1;4;0;0;2;0;0;0;0;1;0;0;2	19.0	3.0	5.0	6.0	3R	977	258	1.84984037
FBgn0000455	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0	6.0	3.0	7.0	16.0	3R	943	240	0.652884836
FBgn0000459	RAL	0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	4.0	1.0	220.0	52.0	X	1098	273	4.068793642
FBgn0000463	RAL	7;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0	5;0;0;1;2;1;1;0;1;2;1;1;0;0;0;0;0;0;0;0	15.0	11.0	6.0	14.0	3R	1640	376	14.79872296
FBgn0000464	RAL	6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	17;2;1;1;2;0;4;0;1;0;2;0;1;1;1;3;0;0;0;2	38.0	6.0	1.0	56.0	2L	3935	1018	0.11727506900000001
FBgn0000473	RAL	7;4;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0	1;3;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0	7.0	16.0	13.0	27.0	2R	975	223	0.542320919
FBgn0000477	RAL	11;0;0;0;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0	12;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	19.0	16.0	6.0	6.0	3R	710	164	4.352565577
FBgn0000479	RAL	4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0	6.0	6.0	7.0	31.0	X	2318	622	3.435870187
FBgn0000482	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1884	458	0.090417636
FBgn0000489	RAL	9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0	13.0	11.0	12.0	7.0	3L	1142	238	2.492130764
FBgn0000490	RAL	2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	3;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0	9.0	4.0	7.0	7.0	2L	1111	295	4.691002771
FBgn0000492	RAL	6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2	8.0	7.0	1.0	4.0	3R	993	290	5.114264553
FBgn0000497	RAL	40;9;4;2;1;1;2;0;1;2;2;0;1;1;0;0;2;0;0;1	32;6;8;5;3;4;3;3;3;3;5;3;3;4;0;2;3;5;1;2	98.0	69.0	33.0	129.0	2L	6830	1782	1.407300831
FBgn0000499	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1210	287	5.42505819
FBgn0000500	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	273	61	0.0
FBgn0000504	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3R	1116	332	0.7616989759999999
FBgn0000520	RAL	5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;5;0	13.0	7.0	242.0	58.0	X	1138	261	2.622111458
FBgn0000524	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1432	343	4.159211279
FBgn0000527	RAL	12;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	15;4;4;1;2;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0	31.0	15.0	4.0	47.0	3R	1663	429	3.590866601
FBgn0000529	RAL	10;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1	3;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0	8.0	15.0	2.0	10.0	2L	832	230	0.11727506900000001
FBgn0000533	RAL	4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1	7.0	5.0	3.0	20.0	3R	750	199	2.720353485
FBgn0000535	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1	5.0	1.0	84.0	48.0	X	2423	716	2.079605639
FBgn0000536	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	2.0	4.0	9.0	14.0	X	974	200	4.068793642
FBgn0000541	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	5326	1207	0.20767756399999998
FBgn0000542	RAL	10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;5;0;0;0;0;0;0;0;1;9;1;2;0;0;1	23.0	10.0	13.0	34.0	X	3389	858	0.994594001
FBgn0000543	RAL	10;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0	16;7;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	27.0	16.0	8.0	26.0	3L	1294	308	2.007549782
FBgn0000546	RAL	6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1	13.0	7.0	7.0	18.0	2R	1697	460	0.32539255100000003
FBgn0000547	RAL	14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;7;3;5;3;2;3;1;2;1;2;1;1;1;2;1;4;2;1;2	66.0	15.0	3.0	36.0	2L	2596	653	6.684678948999999
FBgn0000551	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	3L	237	60	0.069225855
FBgn0000552	RAL	4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	9.0	10.0	13.0	3R	366	111	0.0
FBgn0000556	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	5.0	0.0	1.0	6.0	2R	908	235	1.301570205
FBgn0000557	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	4.0	0.0	0.0	12.0	3R	905	229	0.0
FBgn0000559	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	1638	398	0.0
FBgn0000560	RAL	6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	7.0	4.0	14.0	3L	707	202	0.0
FBgn0000562	RAL	5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;4;1;2;0;3;0;1;1;0;0;1;0;0;0;0;0;1;0;0	24.0	7.0	8.0	24.0	2R	1919	438	5.857065921
FBgn0000564	RAL	1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	2.0	1.0	1.0	3R	194	39	1.741026231
FBgn0000565	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1	10.0	4.0	2.0	7.0	3L	504	121	1.246065382
FBgn0000566	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;1;4;3;0;0;0;0;0;0;0;5;0;1;0;1;0;1;3;0	21.0	3.0	7.0	22.0	2R	759	194	7.267100309
FBgn0000567	RAL	6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0	3;1;3;0;0;0;0;0;3;0;1;1;0;1;0;0;0;0;0;0	13.0	9.0	5.0	20.0	3L	1701	470	2.146001491
FBgn0000568	RAL	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	15;2;0;0;0;0;1;0;0;0;1;0;1;0;1;0;2;0;2;1	26.0	9.0	131.0	53.0	3L	2697	761	1.315291236
FBgn0000575	RAL	2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0	3.0	3.0	1.0	2.0	3L	383	93	2.422904909
FBgn0000576	RAL	5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;0;1;1;2;0;0;0;2;0;0;0;0;0;0;0;1;0	13.0	7.0	2.0	14.0	3R	966	269	3.0467959039999997
FBgn0000577	RAL	6;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;2	16.0	9.0	1.0	17.0	2R	1068	284	3.904710614
FBgn0000578	RAL	6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	14;4;3;1;2;1;1;0;0;0;0;0;2;0;0;1;0;2;1;1	33.0	8.0	104.0	49.0	2R	1931	506	5.640137553
FBgn0000579	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	967	247	2.2282263159999998
FBgn0000581	RAL	31;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0	17;1;0;1;2;1;2;1;0;0;1;0;0;1;0;1;0;0;0;5	33.0	34.0	41.0	60.0	2R	3894	986	2.4946762259999997
FBgn0000588	RAL	2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;3;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0	19.0	3.0	1.0	13.0	2L	824	193	1.993676178
FBgn0000591	RAL	3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	7.0	7.0	2.0	2.0	3R	354	83	2.720353485
FBgn0000592	RAL	6;3;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0	8;2;3;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2	21.0	14.0	19.0	26.0	3L	1051	234	1.453742946
FBgn0000594	RAL	19;11;5;2;4;2;0;0;0;0;0;0;0;0;3;1;2;3;0;2	5;3;0;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;1;0	17.0	54.0	16.0	17.0	3L	1056	238	1.453742946
FBgn0000606	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	135.0	31.0	2R	737	235	0.759249286
FBgn0000611	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	738	165	1.9891880030000002
FBgn0000615	RAL	5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0	4.0	7.0	32.0	27.0	2R	1016	275	6.724779391
FBgn0000617	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0	3.0	0.0	6.0	13.0	X	537	157	2.3508585490000002
FBgn0000618	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	193	49	2.3508585490000002
FBgn0000625	RAL	13;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	13;0;3;3;2;3;1;1;1;1;0;0;0;0;1;0;0;1;1;2	33.0	15.0	4.0	22.0	3L	1289	401	5.953423491000001
FBgn0000629	RAL	6;2;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0	16;4;1;6;2;3;1;1;1;1;0;1;1;1;1;2;1;0;3;0	46.0	12.0	15.0	20.0	3L	1497	289	3.461292728
FBgn0000633	RAL	10;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1	16;2;4;2;1;4;2;1;3;0;3;0;2;0;0;0;0;1;0;0	41.0	16.0	13.0	26.0	2R	1579	417	2.820068777
FBgn0000635	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1	15.0	4.0	13.0	31.0	X	1704	451	1.53709982
FBgn0000636	RAL	7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;3;0;0;1;2;0;1;0;0;0;0;1;0;0;1;0;1;0;0	15.0	9.0	1.0	12.0	2L	1099	297	0.35182520799999994
FBgn0000639	RAL	27;3;0;1;1;1;3;2;1;2;1;0;0;0;0;0;0;0;0;3	19;0;3;1;1;1;2;6;2;2;1;0;1;2;1;0;0;1;1;1	45.0	45.0	27.0	35.0	3L	1874	464	1.938323927
FBgn0000640	RAL	11;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	9;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0	16.0	17.0	4.0	5.0	2L	555	98	2.345501386
FBgn0000644	RAL	7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1	2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1	6.0	10.0	17.0	20.0	X	553	138	3.435870187
FBgn0000658	RAL	12;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	6;2;0;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;2	15.0	16.0	44.0	11.0	2R	1093	301	5.640137553
FBgn0000659	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;1;2;2;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0	19.0	3.0	1.0	8.0	3R	1038	247	0.870513115
FBgn0000662	RAL	6;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	6;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0	14.0	10.0	9.0	13.0	2R	1032	256	3.579318063
FBgn0000667	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1742	398	0.18083527300000002
FBgn0000709	RAL	9;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8;0;6;3;0;0;1;0;1;1;2;0;0;1;0;0;0;0;0;0	23.0	13.0	6.0	24.0	X	2371	572	1.085011638
FBgn0000711	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1	7.0	0.0	34.0	43.0	X	879	217	5.696311099
FBgn0000715	RAL	7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	10.0	8.0	12.0	2R	678	141	1.084641837
FBgn0000719	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	1428	380	0.090417636
FBgn0000721	RAL	12;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0	20;5;2;1;1;1;2;6;2;2;0;2;0;0;0;1;2;0;0;0	47.0	19.0	14.0	29.0	2L	2080	499	1.876401108
FBgn0000723	RAL	3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1	12;6;2;1;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2	27.0	6.0	0.0	25.0	3R	2527	563	0.979327255
FBgn0000808	RAL	10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6	21.0	13.0	10.0	12.0	X	1019	245	2.9837820039999996
FBgn0000810	RAL	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	3.0	4.0	2.0	4.0	X	932	197	0.271252909
FBgn0000826	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	550	146	0.36167054600000004
FBgn0000927	RAL	3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	5;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;2;0;0	12.0	5.0	16.0	24.0	X	1326	347	2.622111458
FBgn0000928	RAL	9;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1	4;0;0;0;1;0;2;1;0;0;1;2;1;0;0;0;0;1;0;2	15.0	17.0	126.0	38.0	X	1990	496	2.622111458
FBgn0000964	RAL	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	4.0	2.0	10.0	2L	1063	317	0.35182520799999994
FBgn0000996	RAL	9;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1	10;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1	16.0	15.0	15.0	33.0	2R	1414	362	3.362389695
FBgn0001075	RAL	81;11;10;5;4;3;0;1;1;1;0;0;2;3;0;1;1;0;2;4	91;27;14;25;27;11;16;7;8;7;9;6;10;10;4;6;4;4;8;15	309.0	130.0	637.0	338.0	2L	9836	2543	3.635527148
FBgn0001077	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;2;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0	8.0	2.0	3.0	8.0	3R	800	191	0.0
