id	pop	DAF0f	DAF4f	p0	pi	di	d0	chr	name	mi	m0	recomb
FBgn0000152	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;0;1;1;1;0;1;0;1;0;2;1;3;0;0;0;0;0;0	17.0	2.0	0.0	13.0	X	Axs	1496	333	2.531693822
FBgn0000152	ZI	7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	20;9;3;1;3;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0	41.0	8.0	0.0	12.0	X	Axs	1496	333	2.531693822
FBgn0000153	RAL	6;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1	9;2;3;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0	19.0	11.0	2.0	21.0	2L	b	1113	269	2.2282263159999998
FBgn0000153	ZI	29;1;1;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0	24;4;2;3;0;1;1;2;0;0;0;0;0;1;0;1;0;0;0;0	39.0	35.0	1.0	18.0	2L	b	1113	269	2.2282263159999998
FBgn0000157	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	5.0	0.0	4.0	2R	Dll	680	190	3.579318063
FBgn0000157	ZI	4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7.0	5.0	0.0	4.0	2R	Dll	680	190	3.579318063
FBgn0000158	RAL	5;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0	6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	9.0	10.0	60.0	17.0	3R	bam	1061	210	2.393911067
FBgn0000158	ZI	18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	14;2;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0	20.0	21.0	59.0	16.0	3R	bam	1061	210	2.393911067
FBgn0000163	RAL	9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0	11;2;2;1;0;0;1;1;6;2;1;1;0;0;0;0;1;2;2;1	34.0	12.0	11.0	48.0	X	baz	2914	791	0.994594001
FBgn0000163	ZI	22;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2	51;7;5;3;2;0;2;1;1;1;4;1;1;0;1;2;2;1;0;3	88.0	29.0	10.0	40.0	X	baz	2914	791	0.994594001
FBgn0000166	RAL	1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	1.0	2.0	3.0	4.0	3R	bcd	1390	0	0.0
FBgn0000166	ZI	6;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	1.0	8.0	7.0	23.0	3R	bcd	1390	0	0.0
FBgn0000173	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	8.0	X	ben	290	70	5.063387644
FBgn0000173	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9.0	0.0	0.0	8.0	X	ben	290	70	5.063387644
FBgn0000179	RAL	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1	11.0	3.0	208.0	56.0	X	bi	1979	543	2.9837820039999996
FBgn0000179	ZI	7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	33;3;1;2;1;1;1;1;0;1;1;1;2;0;0;0;0;1;1;1	51.0	11.0	234.0	63.0	X	bi	1979	543	2.9837820039999996
FBgn0000180	RAL	9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;2;3;1;2;0;0;1;0;1;0;1;1;1;0;0;1;0;4;1	23.0	10.0	8.0	21.0	2L	bib	1440	376	1.524575901
FBgn0000180	ZI	16;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	27;9;2;1;0;3;2;2;0;1;2;1;0;0;0;1;0;1;1;4	57.0	20.0	7.0	18.0	2L	bib	1440	376	1.524575901
FBgn0000181	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	0.0	1.0	4.0	2R	bic	330	87	1.518498572
FBgn0000181	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1	7.0	2.0	1.0	4.0	2R	bic	330	87	1.518498572
FBgn0000182	RAL	3;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0	9;1;0;0;2;0;0;0;0;2;0;1;0;1;0;0;1;1;1;0	19.0	6.0	3.0	16.0	2L	BicC	1736	465	0.469100277
FBgn0000182	ZI	17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	30;5;3;2;1;3;2;0;0;0;0;1;0;0;1;0;1;0;0;1	50.0	19.0	3.0	16.0	2L	BicC	1736	465	0.469100277
FBgn0000183	RAL	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	11;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0	14.0	5.0	5.0	16.0	2L	BicD	2222	81	1.64185097
FBgn0000183	ZI	13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	24;3;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1	35.0	13.0	4.0	15.0	2L	BicD	2222	81	1.64185097
FBgn0000206	RAL	13;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	16;1;0;1;0;0;1;0;4;1;1;1;0;0;0;1;0;1;0;5	33.0	19.0	8.0	32.0	3R	boss	1724	436	2.393911067
FBgn0000206	ZI	54;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	43;6;5;3;2;0;0;1;0;1;1;1;0;2;0;2;0;3;1;2	73.0	58.0	8.0	27.0	3R	boss	1724	436	2.393911067
FBgn0000210	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	br	1922	553	0.36167054600000004
FBgn0000210	ZI	4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4	18;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2	26.0	9.0	259.0	67.0	X	br	1922	553	0.36167054600000004
FBgn0000212	RAL	8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	17;1;0;2;1;0;0;2;0;0;1;0;1;3;0;0;1;1;0;0	30.0	9.0	112.0	59.0	3L	brm	4696	0	2.492130764
FBgn0000212	ZI	12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1	31;12;2;0;2;0;0;1;0;0;1;1;0;3;1;0;1;1;0;1	57.0	15.0	110.0	57.0	3L	brm	4696	0	2.492130764
FBgn0000216	RAL	2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	3.0	4.0	1.0	3L	Brd	162	35	0.34612927299999996
FBgn0000216	ZI	4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0	4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6.0	7.0	3.0	1.0	3L	Brd	162	35	0.34612927299999996
FBgn0000221	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	3;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0	8.0	5.0	8.0	11.0	X	brn	603	165	5.605893462999999
FBgn0000221	ZI	18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0	16;3;1;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0	25.0	19.0	8.0	10.0	X	brn	603	165	5.605893462999999
FBgn0000227	RAL	12;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0	5;6;1;0;1;1;1;0;0;0;1;0;0;0;1;0;1;1;2;0	21.0	18.0	8.0	13.0	2L	Bsg25A	858	182	1.759126039
FBgn0000227	ZI	25;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0	20;3;0;2;0;1;0;1;0;0;1;0;2;0;0;2;0;2;0;1	35.0	31.0	7.0	13.0	2L	Bsg25A	858	182	1.759126039
FBgn0000228	RAL	27;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2	20;4;0;1;1;1;0;1;0;4;1;0;0;0;2;0;0;0;0;9	44.0	33.0	13.0	32.0	2L	Bsg25D	3134	0	7.036504157
FBgn0000228	ZI	54;5;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1	50;5;5;2;3;6;1;0;2;0;0;3;0;4;0;1;2;0;0;3	87.0	66.0	12.0	30.0	2L	Bsg25D	3134	0	7.036504157
FBgn0000229	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0	7.0	1.0	0.0	4.0	2L	bsk	931	164	6.56740388
FBgn0000229	ZI	1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0	14.0	2.0	0.0	4.0	2L	bsk	931	164	6.56740388
FBgn0000233	RAL	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1	8.0	4.0	2.0	7.0	X	btd	1262	343	3.164617277
FBgn0000233	ZI	16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	33;3;1;1;1;1;0;0;1;1;0;1;0;0;0;0;1;1;0;3	48.0	17.0	1.0	11.0	X	btd	1262	343	3.164617277
FBgn0000239	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	2L	bur	1584	366	0.35182520799999994
FBgn0000239	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1	7.0	1.0	6.0	27.0	2L	bur	1584	366	0.35182520799999994
FBgn0000244	RAL	8;2;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	13.0	9.0	24.0	3R	by	1670	435	0.0
FBgn0000244	ZI	22;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0	10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	12.0	24.0	9.0	25.0	3R	by	1670	435	0.0
FBgn0000246	RAL	14;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0	8;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0	10.0	18.0	70.0	30.0	3R	c(3)G	1883	270	2.829167625
FBgn0000246	ZI	32;6;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2;1;0	12;7;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1	24.0	44.0	66.0	29.0	3R	c(3)G	1883	270	2.829167625
FBgn0000247	RAL	20;1;4;0;0;0;1;1;1;0;0;2;0;1;1;0;0;0;1;0	26;7;8;3;2;0;0;3;1;5;4;4;3;0;0;0;2;1;1;1	71.0	33.0	27.0	43.0	3R	ca	3754	902	2.393911067
FBgn0000247	ZI	47;2;3;0;2;1;1;1;1;1;0;0;0;2;0;0;0;0;0;0	62;10;6;0;3;3;1;2;3;3;1;4;3;1;1;1;1;2;1;1	109.0	61.0	26.0	38.0	3R	ca	3754	902	2.393911067
FBgn0000250	RAL	5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0	8.0	6.0	4.0	14.0	2L	cact	1351	0	3.518252078
FBgn0000250	ZI	11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	20;5;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0	30.0	14.0	3.0	12.0	2L	cact	1351	0	3.518252078
FBgn0000251	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	3.0	0.0	0.0	3.0	2L	cad	876	224	0.234550139
FBgn0000251	ZI	4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;1;1;0;2;1;0;0;1;2;0;0;0;0;0;1;0;0;0	15.0	6.0	6.0	12.0	2L	cad	876	224	0.234550139
FBgn0000253	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0	2.0	0.0	0.0	2.0	2R	Cam	299	59	5.857065921
FBgn0000253	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	0.0	0.0	2.0	2R	Cam	299	59	5.857065921
FBgn0000256	RAL	27;8;1;1;6;3;1;2;1;0;1;0;0;0;0;0;1;1;1;0	17;5;3;4;0;1;1;5;3;0;1;0;0;1;3;2;0;0;1;3	50.0	54.0	25.0	27.0	2L	capu	3862	99	7.505604433999999
FBgn0000256	ZI	85;8;8;5;1;1;0;0;1;0;2;1;0;0;0;0;0;0;1;1	92;11;11;2;4;1;3;4;3;1;0;0;0;1;1;1;1;2;0;4	142.0	114.0	28.0	23.0	2L	capu	3862	99	7.505604433999999
FBgn0000257	RAL	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	8.0	2.0	4.0	22.0	X	car	1178	332	4.972970007
FBgn0000257	ZI	22;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0	30;7;3;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;2	46.0	25.0	3.0	18.0	X	car	1178	332	4.972970007
FBgn0000259	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	CkIIbeta	462	96	0.452088182
FBgn0000259	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	1.0	0.0	7.0	X	CkIIbeta	462	96	0.452088182
FBgn0000261	RAL	2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	7;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0	12.0	3.0	8.0	9.0	3L	Cat	986	227	1.038387818
FBgn0000261	ZI	2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	17;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0	25.0	4.0	7.0	8.0	3L	Cat	986	227	1.038387818
FBgn0000273	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	14.0	0.0	0.0	3.0	2L	Pka-C1	827	181	3.16642687
FBgn0000273	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	15;5;2;1;1;0;1;0;1;3;0;1;0;0;0;0;0;1;0;0	31.0	0.0	0.0	3.0	2L	Pka-C1	827	181	3.16642687
FBgn0000274	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1	5.0	0.0	3.0	7.0	3R	Pka-C2	927	93	1.4145838119999998
FBgn0000274	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2	13.0	2.0	3.0	5.0	3R	Pka-C2	927	93	1.4145838119999998
FBgn0000276	RAL	0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	9.0	2.0	1.0	0.0	3R	CecA1	124	33	2.829167625
FBgn0000276	ZI	5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0	12.0	7.0	1.0	0.0	3R	CecA1	124	33	2.829167625
FBgn0000277	RAL	1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1	0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1	4.0	3.0	9.0	9.0	3R	CecA2	124	33	2.829167625
FBgn0000277	ZI	8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1	10.0	9.0	8.0	8.0	3R	CecA2	124	33	2.829167625
FBgn0000278	RAL	1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	1.0	2.0	1.0	1.0	3R	CecB	147	35	2.829167625
FBgn0000278	ZI	3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0	4.0	5.0	1.0	1.0	3R	CecB	147	35	2.829167625
FBgn0000279	RAL	2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	3.0	0.0	3.0	3R	CecC	124	31	2.829167625
FBgn0000279	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	9;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0	13.0	3.0	0.0	2.0	3R	CecC	124	31	2.829167625
FBgn0000283	RAL	8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	13.0	9.0	37.0	39.0	3R	Cp190	2678	515	1.84984037
FBgn0000283	ZI	21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2	32;5;1;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;1;2	46.0	24.0	34.0	35.0	3R	Cp190	2678	515	1.84984037
FBgn0000286	RAL	4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0	3.0	5.0	5.0	11.0	2L	Cf2	1401	95	9.499280611
FBgn0000286	ZI	9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	18;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1	25.0	10.0	5.0	11.0	2L	Cf2	1401	95	9.499280611
FBgn0000287	RAL	26;3;5;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0	20;10;7;5;2;0;3;3;1;0;0;0;2;0;1;2;4;0;1;0	61.0	41.0	11.0	33.0	2L	salr	2458	598	2.345501386
FBgn0000287	ZI	58;7;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1	65;12;6;3;3;0;5;2;0;3;3;3;0;1;2;1;0;3;0;2	114.0	70.0	12.0	26.0	2L	salr	2458	598	2.345501386
FBgn0000289	RAL	1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0	3;2;1;0;0;0;1;0;0;0;3;0;2;0;0;0;0;0;0;0	12.0	2.0	4.0	17.0	2R	cg	1615	415	3.6877822460000003
FBgn0000289	ZI	4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	14;1;1;2;2;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1	25.0	5.0	4.0	15.0	2R	cg	1615	415	3.6877822460000003
FBgn0000299	RAL	8;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0	13;0;2;3;1;0;0;0;0;0;0;0;0;0;1;2;0;2;3;5	32.0	11.0	142.0	129.0	2L	Cg25C	3455	1122	5.511928256
FBgn0000299	ZI	17;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2	51;8;3;1;1;0;0;3;0;1;0;1;1;2;0;0;0;4;1;5	82.0	22.0	140.0	128.0	2L	Cg25C	3455	1122	5.511928256
FBgn0000303	RAL	5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	4;2;3;2;1;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0	19.0	7.0	47.0	33.0	3R	Cha	0	0	1.4145838119999998
FBgn0000303	ZI	3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0	21;4;7;0;2;1;0;3;2;0;0;1;0;1;0;0;0;0;2;0	44.0	5.0	47.0	30.0	3R	Cha	0	0	1.4145838119999998
FBgn0000307	RAL	27;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2	18;2;0;2;0;0;0;0;0;2;1;0;0;1;0;1;0;0;1;1	29.0	33.0	42.0	58.0	2L	chif	4642	0	3.518252078
FBgn0000307	ZI	58;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;1;0;1	42;10;2;1;1;2;1;0;0;1;0;2;0;0;2;0;1;0;3;3	71.0	69.0	37.0	50.0	2L	chif	4642	0	3.518252078
FBgn0000308	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	1.0	0.0	1.0	0.0	2L	chic	301	0	2.2282263159999998
FBgn0000308	ZI	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	3.0	0.0	1.0	0.0	2L	chic	301	0	2.2282263159999998
FBgn0000313	RAL	14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0	16;1;3;5;1;1;0;0;0;1;1;0;0;1;0;1;1;1;0;2	35.0	15.0	4.0	46.0	3R	chp	3742	0	0.544070697
FBgn0000313	ZI	17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	47;9;5;1;4;1;0;3;0;0;0;0;1;0;0;0;2;1;1;1	76.0	19.0	3.0	40.0	3R	chp	3742	0	0.544070697
FBgn0000316	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	cin	1155	291	0.0
FBgn0000316	ZI	3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0	5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5.0	5.0	25.0	34.0	X	cin	1155	291	0.0
FBgn0000317	RAL	11;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0	40;8;6;3;4;1;1;6;5;3;3;5;1;0;0;6;5;1;4;5	107.0	14.0	0.0	58.0	2L	ck	5088	1068	1.172750693
FBgn0000317	ZI	8;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0	96;15;17;11;10;7;1;2;3;5;4;5;2;1;2;5;2;5;1;11	205.0	12.0	0.0	47.0	2L	ck	5088	1068	1.172750693
FBgn0000318	RAL	3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	4.0	4.0	2.0	4.0	2L	cl	249	50	4.221902494
FBgn0000318	ZI	3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1	8.0	3.0	2.0	3.0	2L	cl	249	50	4.221902494
FBgn0000319	RAL	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0.0	0.0	0.0	0.0	X	Chc	3983	834	2.8933643680000003
FBgn0000319	ZI	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	50;4;4;2;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;2	67.0	1.0	7.0	32.0	X	Chc	3983	834	2.8933643680000003
FBgn0000320	RAL	11;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0	4;1;1;0;0;1;3;0;0;0;1;0;2;1;0;0;2;0;1;3	20.0	13.0	5.0	17.0	2L	eya	2111	146	3.4009770089999996
FBgn0000320	ZI	22;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0	32;4;5;2;0;1;1;0;0;1;0;0;3;1;1;0;0;3;1;1	56.0	24.0	4.0	20.0	2L	eya	2111	146	3.4009770089999996
FBgn0000326	RAL	15;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0	15;3;1;0;2;0;0;0;0;0;0;0;0;1;3;2;0;1;1;1	30.0	21.0	11.0	18.0	2R	clt	1328	281	5.097816635
FBgn0000326	ZI	46;2;4;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0	25;7;4;5;4;0;1;1;0;1;1;0;0;0;0;1;0;0;1;3	54.0	57.0	11.0	15.0	2R	clt	1328	281	5.097816635
FBgn0000330	RAL	1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	0;1;2;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0	11.0	1.0	3.0	20.0	X	cm	973	231	2.8933643680000003
FBgn0000330	ZI	2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	22;3;1;1;1;0;1;0;4;0;1;0;0;0;0;1;1;1;0;1	38.0	2.0	3.0	18.0	X	cm	973	231	2.8933643680000003
FBgn0000337	RAL	5;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;1;0;0;0	3;1;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0	9.0	11.0	8.0	23.0	2R	cn	1020	246	0.32539255100000003
FBgn0000337	ZI	17;2;0;2;0;0;1;0;0;1;0;1;0;0;0;2;0;0;0;0	6;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0	11.0	26.0	8.0	24.0	2R	cn	1020	246	0.32539255100000003
